type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
10,-0.007229403126984835,-0.01217882800847292,-0.001987107563763857,-0.015134532004594803,0.0005571883521042764,-0.00560062937438488,-0.0026499649975448847,0.013476783409714699,0.0012270575389266014,-0.004872151650488377,-0.00992488395422697,0.009275168180465698,0.005391136277467012,-0.013260978274047375,-0.004764116834849119,0.001703894231468439,0.01002507470548153,0.004780705086886883,0.006132555194199085,-0.010308556258678436,-0.01089723315089941,0.013742124661803246,-0.005462477449327707,0.01136122178286314,0.014136381447315216,0.0059423744678497314,-0.006166761741042137,0.0037792534567415714,-0.007983820512890816,-0.0027986380737274885,0.007525456137955189,0.006110075861215591
11,0.012913829647004604,-0.009791984222829342,0.0012483393074944615,0.0011211526580154896,-0.00026032538153231144,0.009075873531401157,-0.0019851122051477432,0.00659846281632781,-0.004409082233905792,0.005378376692533493,0.004946953151375055,0.014384934678673744,-0.0025195367634296417,-0.003988453187048435,1.703007728792727e-05,-0.007158369291573763,-0.005168318282812834,-0.005418560933321714,0.010625350289046764,-0.01204661000519991,-0.013057415373623371,-0.004350428935140371,-0.01404115092009306,-0.0016164679545909166,-0.009421027265489101,0.009714562445878983,-0.014036397449672222,0.0051896581426262856,-0.01346482802182436,0.007972038350999355,-0.01268448494374752,-0.0014319142792373896
12,-0.014124654233455658,0.008814007975161076,0.0019129372667521238,0.010212012566626072,-0.001502272323705256,0.0008931190823204815,-0.0015372339403256774,-0.0015056788688525558,-0.0024306385312229395,-0.0005462268018163741,-0.008058442734181881,0.002763008465990424,0.010223928838968277,-0.008521661162376404,0.007099625654518604,0.011867343448102474,-0.0025551156140863895,0.010297244414687157,-0.0007128712022677064,0.010211525484919548,0.010242629796266556,0.000800945155788213,-0.014749185182154179,0.012518467381596565,-0.008825055323541164,8.547779725631699e-05,-0.010155727155506611,-0.012404002249240875,-0.0014282098272815347,0.008915266022086143,-0.009309669025242329,-0.008519330061972141
13,0.014679406769573689,0.0005603361059911549,-0.01035261619836092,0.0028885933570563793,0.0036250546108931303,0.0002537392429076135,0.0019956380128860474,-0.008155460469424725,0.012032903730869293,-0.00528574688360095,-0.01098736934363842,0.0032500848174095154,0.004850717727094889,-0.0062951697036623955,-0.00043115337030030787,-0.013100704178214073,-0.01416635699570179,0.013146087527275085,-0.010033439844846725,-0.002457250142470002,0.014686152338981628,-0.01168107334524393,-0.007292641792446375,0.004317325074225664,0.0031462523620575666,0.008243309333920479,-0.008887170813977718,-0.015278462320566177,0.0020182786975055933,0.0031715580262243748,0.005980124231427908,0.008187548257410526
14,0.0015840051928535104,0.008892718702554703,-0.008255714550614357,-0.013222703710198402,0.011793309822678566,-0.01141798123717308,0.009205377660691738,-0.0038113610353320837,-0.013730121776461601,-5.902694465476088e-05,0.0041481428779661655,0.0087401969358325,0.0023241336457431316,0.0019942023791372776,0.006760236341506243,-0.00788131169974804,-0.003850436070933938,0.00035844629746861756,-0.0008397666970267892,0.010216284543275833,-0.0052864826284348965,-0.01271183229982853,0.012985117733478546,0.00296540348790586,0.005269946530461311,-0.004503479227423668,0.013111520558595657,0.014375253580510616,0.011721532791852951,0.00670717703178525,0.006843198090791702,0.004560578614473343
15,-0.013325932435691357,-0.010363107547163963,0.014610852114856243,0.012501982972025871,0.01362493447959423,0.007157768122851849,0.0008786708349362016,0.0057854438200592995,0.01502472534775734,-0.006859677378088236,-0.0046063377521932125,-0.005928837228566408,-0.013159053400158882,-0.009488414041697979,0.00015759645611979067,0.001603027107194066,0.008015507832169533,0.005172268487513065,-0.007132926024496555,0.00661854911595583,0.0015455794055014849,0.011086676269769669,0.008425838313996792,0.005497433710843325,0.013203807175159454,-0.006982559338212013,-0.015252245590090752,0.0056251040659844875,-0.013266715221107006,-0.013522020541131496,-0.010216564871370792,0.013291281647980213
16,0.015450031496584415,0.003703853813931346,-0.006419557146728039,-0.010009019635617733,-0.0031541509088128805,-0.012475441209971905,0.015021044760942459,0.013198522850871086,0.009594574570655823,-0.004258765373378992,-0.012635324150323868,0.010450538247823715,-0.005356288980692625,0.003189278533682227,0.0019973330199718475,0.005395982880145311,-0.0029194040689617395,-0.008556456305086613,-0.005711974576115608,0.0078072878532111645,0.0045232404954731464,0.014909917488694191,0.0021067499183118343,-0.01242191344499588,-0.00871586985886097,0.006587415933609009,0.0022623881231993437,-0.007563469000160694,-0.012429693713784218,-0.007054128684103489,0.015412469394505024,0.013952177949249744
17,0.007541118189692497,0.011188965290784836,0.00828961469233036,-0.006464389152824879,-0.0022682142443954945,0.0018326095305383205,0.008153103291988373,-0.011197445914149284,-0.006136191077530384,-0.010244515724480152,-0.007143997587263584,0.004346547648310661,0.0037903934717178345,-0.0078052617609500885,0.006828187964856625,0.008574728854000568,0.005470288451761007,-0.00662961695343256,-0.013204213231801987,0.01256303209811449,-0.004193755332380533,0.014759846962988377,0.0144949397072196,-0.01435032207518816,0.009560349397361279,-0.000671201094519347,0.010672916658222675,-0.009976240806281567,-0.0073250834830105305,-0.004160971846431494,0.015005899593234062,0.0062112221494317055
18,0.005820733495056629,-0.011837073601782322,0.010695177130401134,0.007505963556468487,-0.0004473291337490082,0.0034755344968289137,-0.014479813165962696,-0.007037968374788761,-0.007971471175551414,-0.006613133940845728,0.0050435964949429035,0.0012093167752027512,-0.006304632872343063,-0.008870047517120838,0.006761007942259312,0.010075819678604603,-0.008658387698233128,-0.005724677350372076,-0.004504615906625986,-0.009413233026862144,-0.009339973330497742,0.0058302609249949455,0.0012419915292412043,0.007748207077383995,0.005380553193390369,0.014451554976403713,-0.011836635880172253,0.005717528518289328,-0.012338443659245968,-0.009137655608355999,0.010336225852370262,-0.014615265652537346
19,0.011198524385690689,0.012192769907414913,0.00278710899874568,-0.011399727314710617,0.010427328757941723,0.011008051224052906,-0.012784793972969055,-0.0017201844602823257,-0.010146223939955235,-0.0010381671600043774,0.01142902486026287,-0.005338195711374283,0.01129165943711996,-0.015073372051119804,0.006658534053713083,0.007313362322747707,0.008479666896164417,-0.0022152732126414776,0.008455047383904457,-0.002297284547239542,0.003662130096927285,0.013004005886614323,-0.012701602652668953,0.009420015849173069,0.0072850254364311695,-0.002723109908401966,0.00838760007172823,0.015483586117625237,0.013237274251878262,0.014409221708774567,0.009282113052904606,0.013006663881242275
20,0.0015368619933724403,0.006197702139616013,-0.00987959187477827,0.008752822875976562,-0.010083472356200218,0.014984478242695332,0.011235209181904793,0.0018517704447731376,0.011309589259326458,-0.014834681525826454,0.012407309375703335,-0.00022647131117992103,-0.00612948602065444,0.009050066582858562,0.008314143866300583,-0.00419198302552104,0.014837775379419327,-0.002592515666037798,-0.004947468172758818,0.004163138568401337,0.015458771027624607,-0.007188441231846809,-0.005598934832960367,0.006214072462171316,-0.006095518823713064,-0.006647879257798195,-0.0019740723073482513,0.012960650958120823,0.005714819300919771,-9.779927495401353e-05,-0.0070077418349683285,0.001381327980197966
21,-0.0043051051907241344,-0.000134752452140674,0.014682662673294544,0.011754399165511131,-0.0010949955321848392,0.009177934378385544,-0.008527283556759357,-0.012225575745105743,0.007287396118044853,0.01144139003008604,-0.00409653689712286,-0.006049603223800659,-0.010802585631608963,0.0027444148436188698,-0.008571533486247063,0.000762653595302254,-0.013954868540167809,-0.014095018617808819,0.012354966253042221,-0.0054001458920538425,0.011176166124641895,0.014143702574074268,-0.009352684952318668,0.006302172318100929,0.014516955241560936,0.013913333415985107,0.00542493024840951,-0.01079859584569931,0.007777820806950331,0.0005621013115160167,0.012904968112707138,-0.001099846325814724
22,0.007869496010243893,-0.0019920950289815664,-0.012126307003200054,0.003527582623064518,0.010635437443852425,0.013497586362063885,0.0028496417216956615,-0.01488279178738594,-0.005509437993168831,-0.002637910656630993,-0.012034542858600616,-0.00737555418163538,-0.010664040222764015,0.0042298324406147,0.005603093653917313,0.0043135741725564,0.00860661268234253,-0.009467345662415028,0.011791568249464035,0.013457847759127617,-0.0050819250755012035,-0.013420782051980495,-0.013949024491012096,-0.0006626732647418976,-0.009931926615536213,-0.01473894715309143,-0.011369867250323296,-0.005465983878821135,0.0027915118262171745,0.00899625476449728,0.012372859753668308,0.015373000875115395
23,-8.189765503630042e-05,-0.013154624029994011,0.012903637252748013,-0.0052789486944675446,0.013973411172628403,-0.00022324775636661798,-0.01147887296974659,0.010951172560453415,-0.005214863922446966,-0.006693336181342602,0.0013061539502814412,-0.0067937192507088184,-0.005553530063480139,-0.0017498474335297942,0.0001673482620390132,0.011253896169364452,-0.009866075590252876,-0.007844777777791023,0.011522463522851467,0.0022485938388854265,-0.0038979819510132074,0.007648698519915342,0.013255315832793713,-0.01354321837425232,0.011095349676907063,0.00222018756903708,0.011825570836663246,0.01270965114235878,0.0037157339975237846,0.004828254692256451,-0.014863887801766396,0.012501112185418606
24,-0.007020573131740093,0.012806338258087635,0.012538823299109936,0.015264732763171196,-0.0064821685664355755,0.0033844937570393085,0.0033372105099260807,0.014585718512535095,0.011905882507562637,-0.007826507091522217,0.0017244956688955426,0.010516217909753323,-0.007257708348333836,0.012580905109643936,-0.005771760828793049,0.001174474717117846,-0.010755226947367191,0.005081142298877239,-0.00044158310629427433,-0.001167170936241746,-0.014098543673753738,0.014093680307269096,-0.008735326118767262,0.012152082286775112,-0.009542719461023808,-0.013957403600215912,0.004450326319783926,-0.0016358785796910524,-0.0028566792607307434,0.004836441483348608,0.0020835939794778824,0.0119000980630517
25,0.004087670706212521,-0.012050765566527843,-0.011908266693353653,0.015299968421459198,-0.015542740933597088,-0.010783868841826916,0.008310658857226372,0.003029503161087632,-0.0009155322914011776,0.010798604227602482,0.006254155654460192,-0.009151509031653404,0.011080537922680378,0.011180544272065163,-0.00475191930308938,0.01345752738416195,0.010299534536898136,-0.01066634152084589,-0.0005646321806125343,0.00978720374405384,-0.006671756971627474,-0.005669174715876579,-0.007139756344258785,0.0007848360692150891,-0.002136386465281248,-0.00017173886590171605,0.011051451787352562,0.0012129707029089332,-0.005547218024730682,-0.00708423275500536,-0.005137218162417412,0.015551834367215633
26,0.015560060739517212,4.8528381739743054e-05,0.011803274974226952,-0.015305941924452782,0.00039371594903059304,-0.00150477874558419,-0.007682881783694029,-0.01227845624089241,0.006195230409502983,-0.0010602332185953856,0.0050459252670407295,0.005735291168093681,0.006607878487557173,-0.0008899153326638043,-0.006879681721329689,-0.0063447547145187855,-0.005513177718967199,-0.0026363679207861423,-0.01114212442189455,0.006693385541439056,-0.0014355686726048589,-0.007360717281699181,0.004797326400876045,0.01392445620149374,0.0013959199422970414,0.007589743472635746,0.0063696266151964664,-0.010850600898265839,-0.003929331433027983,0.014334652572870255,-0.014373497106134892,-0.015561955980956554
27,-0.009214513003826141,0.0032285843044519424,0.014683673158288002,-0.0031464891508221626,0.00392826646566391,0.0002478341630194336,-0.009901163168251514,-0.0033973127137869596,0.01284090243279934,0.007789869327098131,-0.006615731865167618,-0.004543112125247717,-0.009999746456742287,0.006262642331421375,0.015547866933047771,0.012189244851469994,-0.0025643699336797,-0.013985054567456245,-0.015143303200602531,-0.008646325208246708,0.013106387108564377,0.0068060848861932755,-0.005828493274748325,-0.002215256216004491,0.010061278007924557,0.014986375346779823,-0.015459900721907616,-0.006498704664409161,-0.0012295786291360855,0.008642332628369331,0.001301912241615355,0.007752039935439825
28,-0.004057914484292269,-0.011873284354805946,0.00851358287036419,0.012555203400552273,-0.007246841210871935,0.013416708447039127,0.014662489295005798,0.0006698129582218826,0.01385327335447073,0.004301506094634533,0.0017934415955096483,0.010958513244986534,-0.005748922470957041,0.015350849367678165,-0.007636290974915028,-0.0038753412663936615,-0.0035594648215919733,0.009881077334284782,-0.011398022063076496,0.008030066266655922,0.002081784186884761,-0.0027477843686938286,0.00037217719363979995,-0.003140188753604889,-0.015490357764065266,0.008998384699225426,0.009962356649339199,-0.001816664356738329,-0.007036174647510052,0.006539394147694111,0.009506793692708015,0.014786903746426105
29,-0.013821303844451904,0.004688483662903309,-0.011306112632155418,0.014278369024395943,-0.005847370717674494,0.0011376651236787438,-0.0065047601237893105,-0.012680687941610813,-0.003902760101482272,-0.0037934621796011925,0.0023032943718135357,-0.012413151562213898,0.004031364805996418,0.0016873386921361089,0.0055357953533530235,-0.004552706144750118,0.003649207530543208,0.00406989548355341,-0.014426818117499352,-0.009320980869233608,0.010019278153777122,0.01326096523553133,0.0016950127901509404,-0.008171441033482552,-0.006417534314095974,-0.006733405403792858,0.005013096611946821,0.014197093434631824,-0.0020991708151996136,-0.006222568918019533,-0.011242023669183254,-0.004778014961630106
30,-0.008298120461404324,-0.008220361545681953,0.009389336220920086,0.001164042390882969,-0.0017144758021458983,0.0024543707258999348,-0.008264132775366306,0.0013938286574557424,0.0016614747000858188,-0.005314868874847889,-0.0027669065166264772,0.0009481804445385933,0.004403486382216215,0.00965385977178812,0.003255036659538746,0.011768252588808537,-0.010839918628334999,0.002224957337602973,-0.00314731546677649,-0.008154765702784061,-0.01523191574960947,0.01353862602263689,-0.005593596957623959,0.006454616319388151,0.01073934230953455,0.0007832887349650264,-0.0014762510545551777,0.00036131509114056826,-0.012829547747969627,-0.009008740074932575,0.014240887016057968,0.003150906413793564
